Department,Chart,Metric,Date,Volume,Result,Explanation
DOC,community_involvement,Number Of Inmate Detail Hours Provided,7/10/2013,,985,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,8/10/2013,,1187,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,9/10/2013,,1208,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,10/10/2013,,1338,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,11/10/2013,,710,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,12/10/2013,,513,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,1/10/2014,,580,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,2/10/2014,,412,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,3/10/2014,,672,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,4/10/2014,,1516,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,5/10/2014,,1891,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,6/10/2014,,1658,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,7/10/2014,,1607,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,8/10/2014,,1428,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,9/10/2014,,1078,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,10/10/2014,,1380,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,11/10/2014,,715,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,12/10/2014,,1001,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,1/10/2015,,1005,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,2/10/2015,,602,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,3/10/2015,,1227,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,4/10/2015,,1392,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,5/10/2015,,1502.5,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,6/10/2015,,1808,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,7/10/2015,,1566,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,8/10/2015,,1225.8,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,9/10/2015,,713.75,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,1/10/2014,,0.66,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,2/10/2014,,0.63,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,3/10/2014,,0.67,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,4/10/2014,,0.67,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,5/10/2014,,0.66,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,6/10/2014,,0.64,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,7/10/2014,,0.65,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,8/10/2014,,0.65,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,9/10/2014,,0.68,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,10/10/2014,,0.67,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,11/10/2014,,0.66,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,12/10/2014,,0.69,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,1/10/2015,,0.7226,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,2/10/2015,,0.66,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,3/10/2015,,0.67,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,4/10/2015,,0.7,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,5/10/2015,,0.74,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,6/10/2015,,0.72,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,7/10/2015,7562,0.69,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,8/10/2015,,0.71,
DPCD,oob_plan_review,% of Plan Reviews Approved upon First Review,9/10/2015,,0.66,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2013,5499,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2013,5906,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2013,6627,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2013,6614,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2013,5935,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,10/10/2013,7145,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,11/10/2013,6113,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,12/10/2013,6109,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,1/10/2014,5442,0.96,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2014,5528,0.94,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2014,7390,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2014,7203,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2014,6908,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2014,7016,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2014,6850,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2014,7179,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2014,7470,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,10/10/2014,7463,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,11/10/2014,5812,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,12/10/2014,6301,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,1/10/2015,6419,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2015,6322,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2015,8021,0.98,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2015,7002,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2015,7619,0.99,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2015,8058,0.985972897,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2015,8254,0.977262648,
DPCD,oob_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2015,8063,0.980952148,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,5/10/2013,5499,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,6/10/2013,5180,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,7/10/2013,5682,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,8/10/2013,6092,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,9/10/2013,5668,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,10/10/2013,6649,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,11/10/2013,5725,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,12/10/2013,5828,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,1/10/2014,4970,0.97,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,2/10/2014,4942,0.94,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,3/10/2014,6790,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,4/10/2014,6717,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,5/10/2014,6597,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,6/10/2014,6673,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,7/10/2014,6587,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,8/10/2014,6871,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,9/10/2014,7059,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,10/10/2014,7099,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,11/10/2014,5595,0.990169794,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,12/10/2014,6072,0.988471673,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,1/10/2015,5952,0.994455645,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,2/10/2015,5842,0.985792537,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,3/10/2015,7326,0.988124488,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,5/10/2015,6615,0.991534392,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,6/10/2015,7562,0.99,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,7/10/2015,7716,0.9896,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,8/10/2015,7877,0.98,
DPCD,oob_permit_insp,% of Service Requests Completed Within Target Timeframe - Permit Inspections,9/10/2015,7404,0.983117,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,5/10/2013,,0.67,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,6/10/2013,,0.71,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,7/10/2013,,0.8,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,8/10/2013,,0.82,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,9/10/2013,,0.78,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,10/10/2013,,0.65,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,11/10/2013,,0.48,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,12/10/2013,,0.59,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,1/10/2014,,0.6,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,2/10/2014,,0.59,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,3/10/2014,,0.57,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,4/10/2014,,0.53,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,5/10/2014,,0.58,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,6/10/2014,,0.46,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,7/10/2014,,0.54,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,8/10/2014,,0.42,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,9/10/2014,,0.54,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,10/10/2014,,0.61,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,11/10/2014,,0.5406,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,12/10/2014,,0.7056,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,1/10/2015,,0.6766,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,2/10/2015,,0.6366,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,3/10/2015,,0.6315,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,4/10/2015,,0.6935,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,5/10/2015,,0.7356,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,6/10/2015,,0.6747,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,7/10/2015,,0.6295,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,8/10/2015,,0.6676,
DPCD,oob_plan_review,% Plans Approved For Review After First Quality Control Review Inspection,9/10/2015,,0.5738,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,7/10/2012,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,8/10/2012,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,9/10/2012,,0.05,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,10/10/2012,,0.05,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,11/10/2012,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,12/10/2012,,0.03,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,1/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,2/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,3/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,4/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,6/10/2013,,0.01,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,7/10/2013,,0.01,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,8/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,9/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,10/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,11/10/2013,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,12/10/2013,,0.03,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,1/10/2014,,0.03,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,2/10/2014,,0.03,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,3/10/2014,,0.01,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,4/10/2014,,0.02,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,5/10/2014,,0,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,6/10/2014,,0.01,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,7/10/2014,,0,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,8/10/2014,,0,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,9/10/2014,,0.01,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,10/10/2014,,0.01,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,11/10/2014,,0.014492754,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,12/10/2014,,0.0139,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,1/10/2015,,0.003597122,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,2/10/2015,,0.0118,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,3/10/2015,,0.014263074,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,5/10/2015,,0.008756567,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,6/10/2015,,0.01088647,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,7/10/2015,,0.003058104,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,8/10/2015,,0.024460432,
DPCD,building_permits_detail,Airport Building Permits Issued As % Total Permits Issued,9/10/2015,,0.011782032,
